row_id,English,Reference Igbo,source,english_token_count,reference_token_count
571,"He set three days' journey between himself and Jacob, and Jacob fed the rest of Laban's flocks.",Leban jere ije abalị atọ nke kewapụrụ ha site n'ebe Jekọb nọ. Ma Jekọb nọgidere na-elekọta igwe anụ ụlọ Leban ndị ọzọ.,Bible,22,28
572,"I keep screaming it, parents need to do more. Olamilekan may not be the most brilliant boy in his class. He may not even be going to a private school for all you know, but he has a mother who knows what greatness smells like and I tell you, greatness is not in wealth or in books but in the mental growth of everyone. The day we all realize that we need to first know the talent that God has given us and how to nurture it, that is the day we have stopped EXISTING and have started LIVING.","Aga m na-ekwusi ya ike, ndị nne na nna nwere ọrụ rinne. Olamilekan nwere ike ma ọ bụghị onye kacha mara akwụkwọ na klassị ya. O nwere ike ma ya adịghị eje ụlọ mmụta nke mmadụ nwe dịka anyị maara, ma o nwere nne nke maara ihe ịdị ukwu bụ, ma asị m gị, ịdị ukwu abụghị inwe ego maọbụ n'akwụkwọ kama n'otuto nke amamilhe nke onye ọbụla. Ụbọchị anyị chọpụtara na anyị ga-ebu ụzọ chọpụta ọnatarachi Chukwu nyere anyị na etu anyị ga-esi zụọ ya, ọ bụ mgbe ahụ ka anyị kwụsịrị ịnọ n'ụwa ma malite Ibi ndụ",JHW,107,119
573,"Out of my distress, I called on the LORD. The LORD answered me with freedom.","N'ọnọdụ oke ihe mgbu m, akpọkuru m Onyenwe anyị, ọ zara m, mee ka m nwere onwe m.",Bible,18,24
574,Atleast thirty-four Nigerians were deported from America for their misconduct.,Opekatampe mmadụ 34 bụ ụmụ Naịjirịa ka ndị Amerịka chụghachitere Naịjirịa maka na ha kpara arụ n'obodo ahụ.,JHW,13,21
575,"He made the ten bases in this way: all of them had one casting, one measure, and one form.","Ihe ndọkwasị ọla iri ndị ahụ ha otu. Ha yikwara ibe ha, n'ihi na e mere ka ha nwee otu ụdị.",Bible,23,26
576,SARS: Four police officers have been in trouble ,SARS: Ndị uweojii anọ abanyela n'ofe dị ọkụ,JHW,9,11
577,"They continued their protest outside the court, chanting, ""There is no god but God.""","Ha gara n'ihu ime ngagharị iwe ha n'ezi ụlọikpe, na-abụ, ""enweghi chi mana Chi.""",JHW,19,25
578,More details have emerged about what transpired in the viral video of a Queen's College pupil harassed out of the college for wearing artificial eyelashes and painting her nails.,Nkọwa ndị ọzọ apụtaala gbasara ihe mere na ihe nkiri nke nwa akwụkwọ Queen's College agbara akwụkwọ na kọleji maka ịkwụnye nku anya ma tee kwa mbọ aka.,JHW,32,31
579,The Central Bank of Nigeria (CBN) is set to expand the scope of its Anchor Borrowers Programme (ABP) with funding support for the forty-two billion naira Greenfield Integrated Poultry and Powderized egg plant.,Ngalaba na-ahụ maka ụlọ akụ mba Naịjirịa (CBN) adịla njikere ịgbasa obosara ya na-ahụ maka mbiri ego n'asụsụ bekee 'ABP' ji ijeri naira iri anọ na abụọ akwado maka ịzụ ọkụkọ,JHW,40,41
580,Another time Mikel won something in Africa was in the years 2006 and 2010 when the Super Eagles won third position. ,Mgbe ọzọ Mikel gbata ihe n'Afịrịka bụ n'afọ 2006 na 2010 bụ mgbe otu Super Eagles gbatara ndị nke atọ.,JHW,22,25
581,"But Rotimi Jacobs, counsel to the EFCC, said Dariye did not deserve a light sentence because he 'did not show remorse'.","Mana Rotimi Jacobs, onye ndụmọdụ na EFCC, kwuru na Dariye ekwesighi inweta amamikpe dị mfe n'ihi na “o gosighi mmụọ nchegharị”.",JHW,26,28
582,"But despite not staging a reception at their wedding, Yusuf told SaharaReporters that many of their guests didn't return home without having something to eat.","Mana n'agbanyeghị na ọ kpọghị oriri n'agbamakwụkwọ ha, Yusuf gwara SaharaReporters na ọtụtụ n'ime ndị ọ kpọrọ alaghị be ha n'enweghị ihe ha riri.",JHW,29,34
583,"Now your two sons, who were born to you in the land of Egypt before I came to you into Egypt, are mine; Ephraim and Manasseh, even as Reuben and Simeon, will be mine.","""Ugbu a, ana m eme ụmụ gị ndị ikom abụọ ndị a, ndị a mụtaara gị n'ala Ijipt, ụmụ nke m. Ha abụọ, Ifrem na Manase, ga-abụ ụmụ m, dịka Ruben na Simiọn si bụrụ ụmụ m.",Bible,40,50
584,With the fire searing through their skins and leaving them locked in each other's arms until the very end.,"Ọkụ gbara ha agba agba n' ahụ, ebe ọkụ kpọchiri ha n' ogwe aka onwe ha ruo n' ọnwụ.",JHW,22,24
585,"They, answering, asked him, ""Where, Lord?"" He said to them, ""Where the body is, there the vultures will also be gathered together.""","Ha jụrụ ya sị, ""Olee ebe, Onyenwe anyị?"" Ọ sịrị ha, ""Ebe ọbụla ozu dị, ka udele na-ezukọta.""",Bible,34,30
586,"Like the ostrich that he is, Afunanya buried his head and that of the DSS in the sand without a word on the abduction of the journalist and human rights activist in a bizarre and gangly despotic manner. Afunanya spilled poor half-truth on the secret service disgraceful outing without mentioning the commando-like but shameful exhibition of empty power in the midst of defenceless citizens.","Dịka enyi nnụnụ ọ bụ, Afunanya liri isi ya na nke DSS n'aja n'ekwughị okwu ọbụla banyere onye nta akụkọ na ome nke ikike mmadụ ahụ anwụụrụ n'Bizarre n'ụzọ ọjọọ. Afunanya kwuru ọkara eziokwu n'ejemozi  nzuzo maka njepụ ihere na akpọghị aha onyeisi, dịka ngosipụta ihere nke ike dị okpokoro n'etiti ndị ọhanaeze enweghị nchekwa.",JHW,71,71
587,"When therefore the people saw the sign which Jesus did, they said, ""This is truly the prophet who comes into the world.""","Mgbe ndị mmadụ ahụ hụrụ ihe ịrịbama ahụ, o mere ha bidoro na-asị, ""N'eziokwu, onye a bụ onye amụma ahụ nke ga-abịa n'ime ụwa.""",Bible,27,38
588,"Nothing could be farther from the truth, but his Republican base and some charlatans in the party are buying the cheap blackmail from a delusional outlaw in the White House.","Onweghi ihe nọtere aka n' ebe eziokwu dị, mana otu 'republican' ya na ndị ihu abụọ ndị ọzọ nọ n' òtù ha na-ekweta n' imebi ha n' enweghi isi si n' ọnụ ọmụ anya arọ nrọ iwu machibidoro nọ na 'White House.'",JHW,32,55
589,"All this I have proved in wisdom. I said, ""I will be wise;"" but it was far from me.","Agbalịsiela m ike inwe nghọta. Ekwuru m sị, ""Aga m abụ onye amamihe,"" ma nke a karịrị m.",Bible,25,24
590,"So the last will be first, and the first last. For many are called, but few are chosen.""","""Ya mere, onye ikpeazụ ga-abụ onye bu ụzọ, ma onye bu ụzọ ga-abụkwa onye ikpeazụ.""",Bible,23,24
591,"He said, ""God's Kingdom is as if a man should cast seed on the earth,","Ọ sịkwara, ""Alaeze Chineke yiri ihe dị otu a. Ọ dịka mgbe otu onye ghara mkpụrụ n'ala ubi.",Bible,20,24
592,"Have no fellowship with the unfruitful deeds of darkness, but rather even reprove them.","Unu etinyela aka n'ọrụ ọchịchịrị nke na-adịghị amị mkpụrụ ọbụla, kama gbaanụ ha n'anwụ.",Bible,16,22
593,"When the multitude therefore saw that Jesus wasn't there, nor his disciples, they themselves got into the boats and came to Capernaum, seeking Jesus.","Ma mgbe igwe mmadụ ahụ ghọtara na Jisọs na ndị na-eso ụzọ ya anọghị n'ebe ahụ, ha banyere n'ụgbọ mmiri nta ndị ahụ kwọfee gawa Kapanọm ịchọ Jisọs.",Bible,30,36
594,"Eventually, in 1868, President Johnson was successfully impeached by a two- thirds majority of the House. This act was deemed unconstitutional years later by the Supreme Court.","N' ikpeazụ, n' afọ 1968, a chụturu onyeisi ala Johnson n' ọchịchị site ọnụ Ọgụgụ ka ụba nke abụọ n' ụzọ atọ. Ka ọtụtụ afọ gasịrị ụlọ ikpe ukwu hụtara omume a dị ka ihe usoro iwu ọchịchị obodo akwadoghi.",JHW,32,48
595,What do you need to know before accepting a maid? ,Gịnị ka ị kwesiri ima tupu ị nabata onye odibo,JHW,11,10
596,"""Enter in by the narrow gate; for the gate is wide and the way is broad that leads to destruction, and there are many who enter in by it.","""Sitenụ n'ọnụ ụzọ dị warawara banye. N'ihi na ọnụ ụzọ ahụ dị obosara. Mbara ka ụzọ ahụ dịkwa na-eduba n'ịla n'iyi. Ọtụtụ na-esoro ya.",Bible,33,41
597,"The movie which was directed by ace Nollywood actress, GenevieveNnaji, according to the Los Angeles Times ran afoul of the academy rule which states that an International feature film category must have 'a predominantly non-English dialogue track' .","Ihe nkiri omere nke Nollywood, Genevieve Nnaji duziri, dị ka akwụkwọ akụkọ Los Angeles si kwuo na ụlọakwụkwọ na-ekwu na ihe ngosipụta nke ihe nkiri mba ụwa kwesịrị ịhapụ 'usoro mkparịta ụka na-abụghị Bekee.",JHW,44,42
598,"At evening, behold, terror! Before the morning, they are no more. This is the portion of those who plunder us, and the lot of those who rob us.","N'anyasị, ha na-eme ka oke egwu dịrị, tutu ruo ụtụtụ, ha adịghịkwa. Nke a bụ ihe nketa dịịrị ndị ahụ na-apụnara anyị ihe anyị nwere n'ike. E, ọ bụ ihe nza ruru ndị ahụ ji ike na-anakọrọ anyị ihe anyị nwere.",Bible,35,58
599,God brings them out of Egypt. He has as it were the strength of the wild ox.,Chineke kpọpụtara ha site n'Ijipt. Ha dị ike dịka ehi ọhịa.,Bible,19,15
600,He said that electricity should not be campaigned for as government and politicians campaign with it these days. ,Ọ kwuru na ihe gbasara ọkụ latrik ekwesighi ịbụ ihe eji achụnta vootu dịka gọọmentị nakwa ndị ndọrọ ndọrọ ọchịchị ji ya eme ugbua.,JHW,19,25
601,"""Then you shall break the container in the sight of the men who go with you,","""Kụwaa ite ahụ mgbe ndị gị na ha so nọ na-ele gị anya.",Bible,18,17
602,I remember the days of old. I meditate on all your doings. I contemplate the work of your hands.,Ana m echeta ụbọchị niile ndị ahụ gara aga; ana m atụgharị uche n'ọrụ gị niile na-echekwa echiche banyere ihe niile aka gị rụrụ.,Bible,22,30
603,"that is, that I with you may be encouraged in you, each of us by the other's faith, both yours and mine.","Ọ bụkwaghị naanị nke a, kama achọrọ m ka anyị gbarịtaa onwe anyị ume site n'okwukwe anyị.",Bible,28,21
604,"Soyinka: 'Sowore, Welcome To The Club' As Nobel Laureate Slams Buhari Regime As Being Paranoid","Soyinka: 'Sowore, Nnọọ n'Otu' dịka Onye Oke ihe Nrite kwujọrọ ọchịchị Buhari dịka ndị na-emegide onye akwadoghị ha",JHW,19,26
605,"He was thirty-two years old when he began to reign, and he reigned in Jerusalem eight years. He departed with no one's regret. They buried him in David's city, but not in the tombs of the kings.",Ọ gbara iri afọ atọ na abụọ mgbe ọ malitere ịbụ eze Jerusalem. Ọ chịrị afọ asatọ nwụọ. Ọnwụ ya abụghị ihe mwute nye onye ọbụla. E liri ya n'obodo Devid ma ọ bụghị n'ime ili a na-eli ndị eze.,Bible,48,50
606,"You will be filled with drunkenness and sorrow, with the cup of astonishment and desolation, with the cup of your sister Samaria.","Ị ga-ejupụta n'ịṅụbiga mmanya oke na iru ụjụ, n'ihi iko mbibi na ntikpọsi, bụ iko nke nwanne gị nwanyị bụ Sameria.",Bible,25,30
607,"Wise men lay up knowledge, but the mouth of the foolish is near ruin.","Onye amamihe na-akpakọba ihe ọmụma, ma onye nzuzu na-eji ọnụ ya akpọ ịla n'iyi oku.",Bible,16,23
608,"They spat on him, and took the reed and struck him on the head.","Ha gbụrụ ya ọnụ mmiri asọ, werekwa osisi ahụ kụọ ya n'isi ọtụtụ mgbe.",Bible,16,18
609,she was born in 1993,A mụrụ ya n'afọ 1993.,JHW,5,8
610,"""Whoever in the open field touches one who is slain with a sword, or a dead body, or a bone of a man, or a grave, shall be unclean seven days.","""Onye gara n'ọhịa metụ onye e gburu n'agha aka, maọbụ onye nwụrụ n'ụzọ ọzọ dị iche, ma ọ bụkwanụ metụ ọkpụkpụ, maọbụ ili onye nwụrụ anwụ aka, ọ ga-abụ onye na-adịghị ọcha ụbọchị asaa.",Bible,37,50
611,"It means looking at the global stock market- New York Stock Exchange, London Stock Exchange, French exchange, German exchange and other platforms where you can trade directly from Nigeria.","Ọ pụtara ire ahịa ụwa ọnụ- mgbanwe ahịa New York , mgbanwe ahịa London, mgbanwe French, mgbanwe Germany na usoro ndị ọzọ ebe ị nwere ike zụọ ahịa na Naịjirịa.",JHW,34,34
612,"Assuring the state governments maximum support to the proposed NUJ endowment fund for families of departed colleagues, Commissioner Adinuba described Chief Obiano as the only Governor in recent years in the country under whose leadership no journalist has been harassed or molested.","N'ikwusi ike na enyemaka ego gọọmetị steeti na-enye ndị NUJ maka ezinụlọ ndị otu ha nwụrụ anwụ, kọmịshọna Adinuba kọwara Obiano dịka naanị gọvanọ n'afọ na-adịbeghị anya onye enwebeghị ihe mmekpa ahụ emebeghị onye ntaakụkọ obula n'ọchịchị ya",JHW,44,49
613,"Moreover Solomon made the middle of the court that was before the LORD's house holy; for there he offered the burnt offerings and the fat of the peace offerings, because the bronze altar which Solomon had made was not able to receive the burnt offering, the meal offering, and the fat.","Mgbe ahụ, Solomọn doro etiti ogige dị n'ihu ụlọnsọ Onyenwe anyị ahụ nsọ. N'ebe ahụ ka ọ nọ chụọ aja nsure ọkụ, aja onyinye mkpụrụ ọka na aja abụba udo. O mere nke a n'ihi na ebe ịchụ aja bronz nke ọ rụrụ enweghị ike ịbata aja nsure ọkụ niile, aja mkpụrụ ọka niile nakwa aja abụba ndị ahụ.",Bible,58,71
614,"After hitting the canvas in the third round, Joshua appeared lost and uncoordinated; he struggled through the remaining rounds before the referee waved the fight off.","Ka ọ kụsiri kanvasi na ugboro nke atọ, ọ dịka Joshua enwetaghị onwe ya ma ọ chịkọtaghị onwe ya, ọ gbalịrị n' ugboro ndị fọrọ afọ tupu referii egbubie ọgwụ ahụ.",JHW,29,35
615,"Asup started the strike on December 2018, to demonstrate that, government did not fulfill their part by giving In to their agreement of 2009 and 2017 with the government over the payment of staff.","Asup gbara abụbọ ọrụ kemgbe ọnwa Disemba afọ 2018 iji gosi iwe gbasara emezughị nkwekọrịta ha na gọọmenti etiti nke afọ 2009 nakwa nke 2017; akwụghị ha ụgwọ kwesịrị ha, ịta ụfọdụ ndị otu ha ahụhụ nakwa ihe ndị ọzọ.",JHW,37,43
616,"I have been in travels often, perils of rivers, perils of robbers, perils from my countrymen, perils from the Gentiles, perils in the city, perils in the wilderness, perils in the sea, perils among false brothers;","Ejeela m ọtụtụ ogologo ije nke ọtụtụ ihe ize ndụ dị n'ime ya. N'ize ndụ site n'osimiri, ize ndụ site na ndị na-apụnarị mmadụ ihe n'ike, ize ndụ site n'aka ndị obodo nke aka m. Ọtụtụ mgbe ka m zere ndụ site n'aka ndị mba ọzọ, n'ime obodo ukwu, n'ọzara ma n'oke osimiri; na n'aka ndị kpọrọ onwe ha ụmụnna m, ma ha bụ ndị ụgha.",Bible,45,97
617,In the morning,"N'ụtụtụ,",JHW,3,4
618,The Igbos have no king' is a saying that is well known to even the least in the land . That there is no single person known as King.,Igbo enwe eze' bụ otu okwu ma nwa a mụrụ n'ala Igbo taa mara maka na ndị igbo na-ahụta onwe ha dịka ndị enweghi otu onye a kpọrọ eze.,JHW,31,35
619,"of Jashub, the family of the Jashubites; of Shimron, the family of the Shimronites.","ikwu Jashub, site na Jashub, ikwu Shịmrọn, site na Shịmrọn.",Bible,18,14
620,Cristiano Ronald is defending himself,Cristiano Ronald kana agọrọ isi ya,JHW,5,6
